year,days_published,newspaper_name,city,state,total_circulation,county,rucc,rucc_description,metro,latitude,longitude,state_full
2004,6,Ashland Times Gazette,Ashland,Ohio,12092,Ashland,rural,"Nonmetro county with urban population of 20,000 or more, adjacent to a metro area",0,40.8673,-82.3164,Ohio
2004,1,Huntington Station Suffolk Life,Huntington,N.Y.,18798,Suffolk,major,County in metro area with 1 million population or more,1,40.8682,-73.4257,New York
2004,1,Huntington Suffolk Life,Huntington,N.Y.,16684,Suffolk,major,County in metro area with 1 million population or more,1,40.8682,-73.4257,New York
2004,1,Record,Huntington,N.Y.,4250,Suffolk,major,County in metro area with 1 million population or more,1,40.8682,-73.4257,New York
2004,1,Coram-Ridge Suffolk Life,Coram,N.Y.,20488,Suffolk,major,County in metro area with 1 million population or more,1,40.8687,-73.0015,New York
2004,1,Oyster Bay Enterprise Pilot,Oyster Bay,N.Y.,1300,Nassau,major,County in metro area with 1 million population or more,1,40.8690,-73.5311,New York
2004,1,Roxbury Register,Roxbury,N.J.,2401,Morris,major,County in metro area with 1 million population or more,1,40.8693,-74.6635,New Jersey
2004,1,Mid Island News,Centereach,N.Y.,2149,Suffolk,major,County in metro area with 1 million population or more,1,40.8695,-73.0808,New York
2004,1,"Long-Islander, The",Long-Islander,N.Y.,2000,Suffolk,major,County in metro area with 1 million population or more,1,40.8699,-73.4193,New York
2004,6,York News-Times,York,Neb.,5000,York,rural,"Nonmetro county with urban population of 2,500-19,999, not adjacent to a metro area",0,40.8711,-97.5948,Nebraska
2004,2,Davis County Clipper,Bountiful,Utah,10000,Davis,minor,"County in metro area of 250,000 to 1 million population",1,40.8722,-111.8640,Utah
2004,1,St. James-Nesconset Suffolk Life,St James,N.Y.,9930,Suffolk,major,County in metro area with 1 million population or more,1,40.8754,-73.1527,New York
2004,1,Southampton Independent,Southampton,N.Y.,12200,Suffolk,major,County in metro area with 1 million population or more,1,40.8775,-72.4008,New York
2004,1,Southampton Press,Southampton,N.Y.,8800,Suffolk,major,County in metro area with 1 million population or more,1,40.8775,-72.4008,New York
2004,1,Flanagan Home Times,Flanagan,Ill.,605,Livingston,rural,"Nonmetro county with urban population of 20,000 or more, adjacent to a metro area",0,40.8781,-88.8612,Illinois
2004,1,Ossian Journal,Ossian,Ind.,700,Wells,minor,"County in metro area of 250,000 to 1 million population",1,40.8783,-85.1684,Indiana
2004,1,"Leader, The",Locust Valley,N.Y.,3280,Nassau,major,County in metro area with 1 million population or more,1,40.8786,-73.5947,New York
2004,6,Huntington Herald-Press,Huntington,Ind.,7000,Huntington,rural,"Nonmetro county with urban population of 2,500-19,999, adjacent to a metro area",0,40.8809,-85.5065,Indiana
2004,2,Huntington County TAB,Huntington,Ind.,15800,Huntington,rural,"Nonmetro county with urban population of 2,500-19,999, adjacent to a metro area",0,40.8809,-85.5065,Indiana
2004,1,Messenger,Garfield,N.J.,1433,Bergen,major,County in metro area with 1 million population or more,1,40.8815,-74.1132,New Jersey
2004,1,Lenox Time Table,Lenox,Iowa,800,Taylor,rural,"Nonmetro county completely rural or less than 2,500 urban population, not adj. to metro area",0,40.8817,-94.5619,Iowa
2004,6,Shelby Daily Globe,Shelby,Ohio,4072,Richland,minor,"County in metro area of fewer than 250,000 population",1,40.8845,-82.6576,Ohio
2004,1,Intermountain News,Burney,Calif.,3339,Shasta,minor,"County in metro area of fewer than 250,000 population",1,40.8849,-121.6700,California
2004,6,"Daily Leader, The",Pontiac,Ill.,6500,Livingston,rural,"Nonmetro county with urban population of 20,000 or more, adjacent to a metro area",0,40.8858,-88.6432,Illinois
2004,1,Citizen of Morris County,Denville,N.J.,6262,Morris,major,County in metro area with 1 million population or more,1,40.8889,-74.4894,New Jersey
2004,7,"Record, The/The Sunday Record",Hackensack,N.J.,157812,Bergen,major,County in metro area with 1 million population or more,1,40.8890,-74.0461,New Jersey
2004,1,Argus,West Paterson,N.J.,14697,Passaic,major,County in metro area with 1 million population or more,1,40.8898,-74.1949,New Jersey
2004,1,Fort Lee Suburbanite,West Paterson,N.J.,17549,Passaic,major,County in metro area with 1 million population or more,1,40.8898,-74.1949,New Jersey
2004,1,Suburban Life,West Paterson,N.J.,16436,Passaic,major,County in metro area with 1 million population or more,1,40.8898,-74.1949,New Jersey
2004,1,Bluffton News,Bluffton,Ohio,2900,Allen,minor,"County in metro area of fewer than 250,000 population",1,40.8915,-83.8882,Ohio
2004,1,Glen Cove Record Pilot,Glen Cove,N.Y.,1686,Nassau,major,County in metro area with 1 million population or more,1,40.8915,-73.6441,New York
2004,1,Press Journal,Englewood,N.J.,17686,Bergen,major,County in metro area with 1 million population or more,1,40.8917,-73.9735,New Jersey
2004,1,Englewood Suburbanite,Englewood,N.J.,6429,Bergen,major,County in metro area with 1 million population or more,1,40.8917,-73.9735,New Jersey
2004,1,Moravia Union,Moravia,Iowa,600,Appanoose,rural,"Nonmetro county with urban population of 2,500-19,999, not adjacent to a metro area",0,40.8918,-92.8191,Iowa
2004,1,Delaware Valley News,Delaware,N.J.,3372,Warren,minor,"County in metro area of 250,000 to 1 million population",1,40.8929,-75.0661,New Jersey
2004,1,Connection,Teaneck,N.J.,41100,Bergen,major,County in metro area with 1 million population or more,1,40.8932,-74.0117,New Jersey
2004,1,Teaneck Suburbanite,Teaneck,N.J.,11155,Bergen,major,County in metro area with 1 million population or more,1,40.8932,-74.0117,New Jersey
2004,1,Tabor Beacon-Enterprise,Tabor,Iowa,1020,Fremont,rural,"Nonmetro county completely rural or less than 2,500 urban population, adj. to metro area",0,40.8949,-95.6737,Iowa
2004,1,Neighbor News,Rockaway,N.J.,49000,Morris,major,County in metro area with 1 million population or more,1,40.8969,-74.5155,New Jersey
2004,1,Parsippany Life,Rockaway,N.J.,16039,Morris,major,County in metro area with 1 million population or more,1,40.8969,-74.5155,New Jersey
2004,1,News-Leader,Netcong,N.J.,2077,Morris,major,County in metro area with 1 million population or more,1,40.8990,-74.7066,New Jersey
2004,1,Northport Suffolk Life,Northport,N.Y.,17321,Suffolk,major,County in metro area with 1 million population or more,1,40.9009,-73.3432,New York
2004,1,Echoes-Sentinel,Stirling,N.J.,5422,Morris,major,County in metro area with 1 million population or more,1,40.9023,-74.6693,New Jersey
2004,1,Our Town,Maywood,N.J.,2800,Bergen,major,County in metro area with 1 million population or more,1,40.9024,-74.0633,New Jersey
2004,1,"Observer, The",Northport,N.Y.,10000,Suffolk,major,County in metro area with 1 million population or more,1,40.9040,-73.3449,New York
2004,1,Northport Journal,Northport,N.Y.,2500,Suffolk,major,County in metro area with 1 million population or more,1,40.9040,-73.3449,New York
2004,1,Minonk News-Dispatch,Minonk,Ill.,3500,Woodford,minor,"County in metro area of 250,000 to 1 million population",1,40.9045,-89.0345,Illinois
2004,7,Salem News,Salem,Ohio,6829,Columbiana,rural,"Nonmetro county with urban population of 20,000 or more, adjacent to a metro area",0,40.9049,-80.8492,Ohio
2004,2,Statesman,Stony Brook,N.Y.,12000,Suffolk,major,County in metro area with 1 million population or more,1,40.9058,-73.1276,New York
2004,1,Seward County Independent,Seward,Neb.,4000,Seward,minor,"County in metro area of 250,000 to 1 million population",1,40.9096,-97.0961,Nebraska
2004,6,"Review, The",Alliance,Ohio,11654,Stark,minor,"County in metro area of 250,000 to 1 million population",1,40.9105,-81.1189,Ohio
2004,1,Waverly,Waverly,Neb.,1883,Lancaster,minor,"County in metro area of 250,000 to 1 million population",1,40.9111,-96.5340,Nebraska
2004,1,Review Press,New Rochelle,N.Y.,5504,Westchester,major,County in metro area with 1 million population or more,1,40.9115,-73.7824,New York
2004,1,Pelham Weekly,Pelham,N.Y.,1900,Westchester,major,County in metro area with 1 million population or more,1,40.9117,-73.8074,New York
2004,6,Daily Review Atlas,Monmouth,Ill.,2900,Warren,rural,"Nonmetro county with urban population of 2,500-19,999, not adjacent to a metro area",0,40.9141,-90.6421,Illinois
2004,1,Summit County Bee,Coalville,Utah,1630,Summit,minor,"County in metro area of 250,000 to 1 million population",1,40.9154,-111.3940,Utah
2004,1,Passaic Valley Today,W Patterson,N.J.,10891,Passaic,major,County in metro area with 1 million population or more,1,40.9159,-74.1641,New Jersey
2004,1,Riverhead Suffolk Life,Riverhead,N.Y.,19888,Suffolk,major,County in metro area with 1 million population or more,1,40.9170,-72.6620,New York
2004,1,Suffolk County Life,Riverheard,N.Y.,185,Suffolk,major,County in metro area with 1 million population or more,1,40.9170,-72.6620,New York
2004,1,Putnam County Vidette/Pandora Times,Columbus Grove,Ohio,1150,Putnam,rural,"Nonmetro county with urban population of 2,500-19,999, adjacent to a metro area",0,40.9190,-84.0595,Ohio
2004,1,"Washburn Leader, The",Washburn,Ill.,9500,Woodford,minor,"County in metro area of 250,000 to 1 million population",1,40.9192,-89.2912,Illinois
2004,1,Mifflinburg Telegraph,Mifflinburg,Pa.,575,Union,rural,"Nonmetro county with urban population of 20,000 or more, adjacent to a metro area",0,40.9202,-77.0463,Pennsylvania
2004,7,"Grand Island Independent, The",Grand Island,Neb.,22147,Hall,rural,"Nonmetro county with urban population of 20,000 or more, not adjacent to a metro area",0,40.9216,-98.3589,Nebraska
2004,1,Chillicothe Times-Bulletin,Chillicothe,Ill.,2235,Peoria,minor,"County in metro area of 250,000 to 1 million population",1,40.9223,-89.4862,Illinois
2004,1,Chillicothe Independent,Chillicothe,Ill.,2000,Peoria,minor,"County in metro area of 250,000 to 1 million population",1,40.9223,-89.4862,Illinois
2004,1,New London Journal,New London,Iowa,1200,Henry,rural,"Nonmetro county with urban population of 2,500-19,999, not adjacent to a metro area",0,40.9232,-91.4011,Iowa
2004,1,Twin-Boro News,Bergenfield,N.J.,20581,Bergen,major,County in metro area with 1 million population or more,1,40.9234,-73.9982,New Jersey
2004,1,Gothenburg Times,Gothenburg,Neb.,2500,Dawson,rural,"Nonmetro county with urban population of 2,500-19,999, not adjacent to a metro area",0,40.9240,-100.1540,Nebraska
2004,1,Stony Brook-Setauket Suffolk Life,Stony Brook,N.Y.,12774,Suffolk,major,County in metro area with 1 million population or more,1,40.9257,-73.1409,New York
2004,1,Villisca Review,Villisca,Iowa,1200,Montgomery,rural,"Nonmetro county with urban population of 2,500-19,999, adjacent to a metro area",0,40.9298,-94.9819,Iowa
2004,1,"Village Times Herald, The",Setauket,N.Y.,9854,Suffolk,major,County in metro area with 1 million population or more,1,40.9306,-73.1018,New York
2004,1,Palisadian,New Milford,N.J.,52000,Bergen,major,County in metro area with 1 million population or more,1,40.9338,-74.0195,New Jersey
2004,1,Advocate,Clifton,Ill.,1441,Iroquois,rural,"Nonmetro county with urban population of 2,500-19,999, adjacent to a metro area",0,40.9353,-87.9345,Illinois
2004,6,Republican,Rensselaer,Ind.,2550,Jasper,major,County in metro area with 1 million population or more,1,40.9354,-87.1506,Indiana
2004,1,"Village Beacon-Record, The",Rocky Point,N.Y.,5901,Suffolk,major,County in metro area with 1 million population or more,1,40.9357,-72.9364,New York
2004,1,Kourier,Willow Creek,Calif.,2800,Humboldt,rural,"Nonmetro county with urban population of 20,000 or more, not adjacent to a metro area",0,40.9396,-123.6310,California
2004,6,"Punxsutawney Spirit, The",Punxsutawney,Pa.,5400,Jefferson,rural,"Nonmetro county with urban population of 2,500-19,999, not adjacent to a metro area",0,40.9437,-78.9767,Pennsylvania
2004,1,Jefferson County Neighbors,Jefferson,Pa.,7670,Jefferson,rural,"Nonmetro county with urban population of 2,500-19,999, not adjacent to a metro area",0,40.9437,-78.9767,Pennsylvania
2004,1,Courier,Morocco,Ind.,450,Newton,major,County in metro area with 1 million population or more,1,40.9439,-87.4502,Indiana
2004,1,Community Journal,Wading River,N.Y.,7000,Suffolk,major,County in metro area with 1 million population or more,1,40.9465,-72.8230,New York
2004,1,"Port Times-Record, The",Port Jefferson Sta.,N.Y.,9549,Suffolk,major,County in metro area with 1 million population or more,1,40.9465,-73.0579,New York
2004,1,Port Jefferson Suffolk Life,Port Jefferson,N.Y.,15276,Suffolk,major,County in metro area with 1 million population or more,1,40.9465,-73.0693,New York
2004,1,"News-Review, The",Riverhead,N.Y.,5842,Suffolk,major,County in metro area with 1 million population or more,1,40.9466,-72.6743,New York
2004,1,Yonkers Home News & Times,Yonkers,N.Y.,16479,Westchester,major,County in metro area with 1 million population or more,1,40.9466,-73.8674,New York
2004,1,Zephyr,Galesburg,Ill.,2100,Knox,rural,"Nonmetro county with urban population of 20,000 or more, adjacent to a metro area",0,40.9478,-90.3712,Illinois
2004,1,Today,Wayne,N.J.,40000,Passaic,major,County in metro area with 1 million population or more,1,40.9482,-74.2450,New Jersey
2004,1,"Suburbanite, The",Green,Ohio,33800,Summit,minor,"County in metro area of 250,000 to 1 million population",1,40.9483,-81.4757,Ohio
2004,1,Progressor Times The,Carey,Ohio,4000,Wyandot,rural,"Nonmetro county with urban population of 2,500-19,999, not adjacent to a metro area",0,40.9501,-83.3840,Ohio
2004,7,Standard-Speaker,Hazleton,Pa.,20821,Luzerne,minor,"County in metro area of 250,000 to 1 million population",1,40.9504,-75.9724,Pennsylvania
2004,1,Mohawk Leader,Sycamore,Ohio,4000,Wyandot,rural,"Nonmetro county with urban population of 2,500-19,999, not adjacent to a metro area",0,40.9517,-83.1710,Ohio
2004,7,"Register-Mail, The",Galesburg,Ill.,14742,Knox,rural,"Nonmetro county with urban population of 20,000 or more, adjacent to a metro area",0,40.9519,-90.3743,Illinois
2004,1,East Hampton Independent,East Hampton,N.Y.,11200,Suffolk,major,County in metro area with 1 million population or more,1,40.9526,-72.1962,New York
2004,1,"East Hampton Star, The",East Hampton,N.Y.,15800,Suffolk,major,County in metro area with 1 million population or more,1,40.9526,-72.1962,New York
2004,1,Rocky Point Suffolk Life,Rocky Point,N.Y.,16951,Suffolk,major,County in metro area with 1 million population or more,1,40.9526,-72.9254,New York
2004,1,Northern Valley Suburbanite,Alpine,N.J.,9823,Bergen,major,County in metro area with 1 million population or more,1,40.9559,-73.9313,New Jersey
2004,1,"Glen Rock Gazette, The",Glen Rock,N.J.,5328,Bergen,major,County in metro area with 1 million population or more,1,40.9600,-74.1249,New Jersey
2004,1,New Washington Herald,New Washington,Ohio,1500,Crawford,rural,"Nonmetro county with urban population of 20,000 or more, adjacent to a metro area",0,40.9605,-82.8547,Ohio
2004,7,"Danville News, The",Danville,Pa.,2000,Montour,rural,"Nonmetro county with urban population of 2,500-19,999, adjacent to a metro area",0,40.9615,-76.6121,Pennsylvania
2004,1,Hartville News,Hartville,Ohio,3000,Stark,minor,"County in metro area of 250,000 to 1 million population",1,40.9618,-81.3342,Ohio
2004,5,Mount Pleasant News,Mount Pleasant,Iowa,3000,Henry,rural,"Nonmetro county with urban population of 2,500-19,999, not adjacent to a metro area",0,40.9623,-91.5456,Iowa
2004,1,North Fork Suffolk Life,North Fork,N.Y.,14529,Suffolk,major,County in metro area with 1 million population or more,1,40.9713,-72.6261,New York
2004,5,"Humboldt Sun, The",Winnemucca,Nev.,3100,Lander,rural,"Nonmetro county with urban population of 2,500-19,999, not adjacent to a metro area",0,40.9727,-116.6370,Nevada
2004,1,Monroeville News,Monroeville,Ind.,997,San Diego,major,County in metro area with 1 million population or more,1,40.9748,-84.8683,Indiana
2004,1,Suburban News/Village Gazette,Ridgwood,N.J.,7548,Bergen,major,County in metro area with 1 million population or more,1,40.9818,-74.1136,New Jersey
2004,1,Franklin Lakes/Oakland Suburban News,Ridgewood,N.J.,7747,Bergen,major,County in metro area with 1 million population or more,1,40.9821,-74.1126,New Jersey
2004,1,Mahwah Suburban News,Ridgewood,N.J.,30000,Bergen,major,County in metro area with 1 million population or more,1,40.9821,-74.1126,New Jersey
2004,1,Midland Park Suburban News,Ridgewood,N.J.,30000,Bergen,major,County in metro area with 1 million population or more,1,40.9821,-74.1126,New Jersey
2004,1,Ramsey Suburban News,Ridgewood,N.J.,4312,Bergen,major,County in metro area with 1 million population or more,1,40.9821,-74.1126,New Jersey
2004,1,Ridgewood News,Ridgewood,N.J.,6873,Bergen,major,County in metro area with 1 million population or more,1,40.9821,-74.1126,New Jersey
2004,1,Town Journal,Ridgewood,N.J.,6883,Bergen,major,County in metro area with 1 million population or more,1,40.9821,-74.1126,New Jersey
2004,1,Town News,Ridgewood,N.J.,14778,Bergen,major,County in metro area with 1 million population or more,1,40.9821,-74.1126,New Jersey
2004,1,Waldwick Suburban News,Ridgewood,N.J.,3272,Bergen,major,County in metro area with 1 million population or more,1,40.9821,-74.1126,New Jersey
2004,1,Wyckoff Suburban News,Ridgewood,N.J.,5657,Bergen,major,County in metro area with 1 million population or more,1,40.9821,-74.1126,New Jersey
2004,7,Pocono Record,Stroudsburg,Pa.,20565,Monroe,rural,"Nonmetro county with urban population of 20,000 or more, adjacent to a metro area",0,40.9838,-75.1972,Pennsylvania
2004,1,Julesburg Advocate,Julesburg,Colo.,1900,Sedgwick,rural,"Nonmetro county completely rural or less than 2,500 urban population, not adj. to metro area",0,40.9850,-102.2630,Colorado
2004,1,Francesville Tribune,Francesville,Ind.,810,Pulaski,rural,"Nonmetro county with urban population of 2,500-19,999, adjacent to a metro area",0,40.9853,-86.8837,Indiana
2004,1,Adams County Free Press,Corning,Iowa,2000,Adams,rural,"Nonmetro county completely rural or less than 2,500 urban population, not adj. to metro area",0,40.9885,-94.7350,Iowa
2004,1,Scarsdale Inquirer,Scarsdale,N.Y.,8010,Westchester,major,County in metro area with 1 million population or more,1,40.9902,-73.7773,New York
2004,1,"Enterprise, The",Hastings-on-Hudson,N.Y.,6150,Westchester,major,County in metro area with 1 million population or more,1,40.9903,-73.8801,New York
2004,1,Pascack Valley Community Life,Pascack Valley,N.J.,37000,Bergen,major,County in metro area with 1 million population or more,1,40.9903,-74.0309,New Jersey
2004,1,Sag Harbor Express,Sag Harbor,N.Y.,2700,Suffolk,major,County in metro area with 1 million population or more,1,40.9971,-72.2892,New York
2004,1,"Suffolk Times, The",Southold Town,N.Y.,10565,Suffolk,major,County in metro area with 1 million population or more,1,40.9991,-72.5324,New York
2004,7,Press-Enterprise,Bloomsburg,Pa.,21000,Columbia,rural,"Nonmetro county with urban population of 20,000 or more, adjacent to a metro area",0,41.0027,-76.4562,Pennsylvania
2004,6,New Castle News,New Castle,Pa.,17742,Lawrence,rural,"Nonmetro county with urban population of 20,000 or more, adjacent to a metro area",0,41.0040,-80.3406,Pennsylvania
2004,1,Leader-Vindicator,New Bethlehem,Pa.,5400,Clarion,rural,"Nonmetro county with urban population of 2,500-19,999, adjacent to a metro area",0,41.0043,-79.3283,Pennsylvania
2004,1,"News-Journal, The",North Manchester,Ind.,1300,Wabash,rural,"Nonmetro county with urban population of 2,500-19,999, adjacent to a metro area",0,41.0044,-85.7750,Indiana
2004,1,Westmore News,Port Chester,N.Y.,3390,Westchester,major,County in metro area with 1 million population or more,1,41.0052,-73.6680,New York
2004,1,Plattsmouth Journal,Plattsmouth,Neb.,19100,Cass,minor,"County in metro area of 250,000 to 1 million population",1,41.0053,-95.8941,Nebraska
2004,1,Independent News,Pompton Lakes,N.J.,52258,Passaic,major,County in metro area with 1 million population or more,1,41.0054,-74.2907,New Jersey
2004,1,Cairo Record,Cairo,Neb.,750,Hall,rural,"Nonmetro county with urban population of 20,000 or more, not adjacent to a metro area",0,41.0055,-98.6023,Nebraska
2004,5,Fairfield Ledger,Fairfield,Iowa,3194,Jefferson,rural,"Nonmetro county with urban population of 2,500-19,999, not adjacent to a metro area",0,41.0070,-91.9673,Iowa
2004,1,Malvern Leader The,Malvern,Iowa,1320,Mills,minor,"County in metro area of 250,000 to 1 million population",1,41.0076,-95.5857,Iowa
2004,1,Mediapolis News,Mediapolis,Iowa,1500,Des Moines,rural,"Nonmetro county with urban population of 20,000 or more, not adjacent to a metro area",0,41.0079,-91.1637,Iowa
2004,6,Milton Daily Standard,Milton,Pa.,2300,Northumberland,rural,"Nonmetro county with urban population of 20,000 or more, adjacent to a metro area",0,41.0089,-76.8506,Pennsylvania
2004,1,Barberton Herald,Barberton,Ohio,8097,Summit,minor,"County in metro area of 250,000 to 1 million population",1,41.0096,-81.6037,Ohio
2004,1,Red Oak Express,Red Oak,Iowa,4100,Montgomery,rural,"Nonmetro county with urban population of 2,500-19,999, adjacent to a metro area",0,41.0141,-95.2248,Iowa
2004,2,Chariton Herald-Patriot,Chariton,Iowa,6000,Lucas,rural,"Nonmetro county with urban population of 2,500-19,999, adjacent to a metro area",0,41.0175,-93.3094,Iowa
2004,2,Chariton Leader,Chariton,Iowa,2500,Lucas,rural,"Nonmetro county with urban population of 2,500-19,999, adjacent to a metro area",0,41.0175,-93.3094,Iowa
2004,1,Observer,Kewanna,Ind.,700,Fulton,rural,"Nonmetro county with urban population of 2,500-19,999, not adjacent to a metro area",0,41.0187,-86.4133,Indiana
2004,6,"Ottumwa Courier, The",Ottumwa,Iowa,13861,Wapello,rural,"Nonmetro county with urban population of 20,000 or more, not adjacent to a metro area",0,41.0196,-92.4186,Iowa
2004,1,Putnam County Sentinel,Ottawa,Ohio,18200,Putnam,rural,"Nonmetro county with urban population of 2,500-19,999, adjacent to a metro area",0,41.0196,-84.0351,Ohio
2004,6,"Progress, The",Clearfield,Pa.,14000,Clearfield,rural,"Nonmetro county with urban population of 20,000 or more, adjacent to a metro area",0,41.0216,-78.4390,Pennsylvania
2004,7,"Journal News, The",White Plains,N.Y.,141031,Westchester,major,County in metro area with 1 million population or more,1,41.0220,-73.7548,New York
2004,1,Poland Town Crier,Poland,Ohio,48500,Mahoning,minor,"County in metro area of 250,000 to 1 million population",1,41.0220,-80.6157,Ohio
2004,1,Lacon Home Journal,Lacon,Ill.,2800,Marshall,minor,"County in metro area of 250,000 to 1 million population",1,41.0227,-89.4061,Illinois
2004,1,St. Anne Record,St Anne,Ill.,400,Kankakee,minor,"County in metro area of fewer than 250,000 population",1,41.0233,-87.7182,Illinois
2004,7,Greenwich Time,Greenwich,Conn.,11672,Fairfield,minor,"County in metro area of 250,000 to 1 million population",1,41.0249,-73.6298,Connecticut
2004,1,Greenwich Post,Greenwich,Conn.,18000,Fairfield,minor,"County in metro area of 250,000 to 1 million population",1,41.0249,-73.6298,Connecticut
2004,1,Greenwich Citizen,Greenwich,Conn.,20109,Fairfield,minor,"County in metro area of 250,000 to 1 million population",1,41.0262,-73.6282,Connecticut
2004,1,Albia Union-Republican,Albia,Iowa,3000,Monroe,rural,"Nonmetro county with urban population of 2,500-19,999, not adjacent to a metro area",0,41.0271,-92.8038,Iowa
2004,1,Eddyville Tribune,Albia,Iowa,500,Monroe,rural,"Nonmetro county with urban population of 2,500-19,999, not adjacent to a metro area",0,41.0271,-92.8038,Iowa
2004,1,Ravenna News,Ravenna,Neb.,1600,Buffalo,rural,"Nonmetro county with urban population of 20,000 or more, not adjacent to a metro area",0,41.0275,-98.8947,Nebraska
2004,1,Afton Star-Enterprise,Afton,Iowa,1119,Union,rural,"Nonmetro county with urban population of 2,500-19,999, adjacent to a metro area",0,41.0276,-94.1954,Iowa
2004,1,Sun Banner Pride,Norton,Ohio,2652,Summit,minor,"County in metro area of 250,000 to 1 million population",1,41.0292,-81.6382,Ohio
2004,1,Osceola Sentinel-Tribune,Osceola,Iowa,4000,Clarke,rural,"Nonmetro county with urban population of 2,500-19,999, adjacent to a metro area",0,41.0299,-93.7796,Iowa
2004,1,Monroe County News,Albia,Iowa,2850,Monroe,rural,"Nonmetro county with urban population of 2,500-19,999, not adjacent to a metro area",0,41.0300,-92.8113,Iowa
2004,1,Moulton Weekly Tribune,Albia,Iowa,600,Monroe,rural,"Nonmetro county with urban population of 2,500-19,999, not adjacent to a metro area",0,41.0300,-92.8113,Iowa
2004,1,Greenwich Enterprise Review,Greenwich,Ohio,14200,Huron,rural,"Nonmetro county with urban population of 20,000 or more, adjacent to a metro area",0,41.0306,-82.5188,Ohio
2004,1,"Town Crier, The",Boardman,Ohio,48500,Mahoning,minor,"County in metro area of 250,000 to 1 million population",1,41.0334,-80.6671,Ohio
2004,1,Austintown Town Crier,Boardman,Ohio,65800,Mahoning,minor,"County in metro area of 250,000 to 1 million population",1,41.0334,-80.6671,Ohio
2004,1,Canfield Town Crier,Boardman,Ohio,49000,Mahoning,minor,"County in metro area of 250,000 to 1 million population",1,41.0334,-80.6671,Ohio
2004,1,Sparta Independent,Sparta,N.J.,10000,Sussex,major,County in metro area with 1 million population or more,1,41.0335,-74.6364,New Jersey
2004,1,Item,White Plains,N.Y.,21600,Westchester,major,County in metro area with 1 million population or more,1,41.0340,-73.7629,New York
2004,1,Sound Shore Review,White Plains,N.Y.,5250,Westchester,major,County in metro area with 1 million population or more,1,41.0340,-73.7629,New York
2004,1,Times,White Plains,N.Y.,12900,Westchester,major,County in metro area with 1 million population or more,1,41.0340,-73.7629,New York
2004,1,Davis Today,Kaysville,Utah,32633,Davis,minor,"County in metro area of 250,000 to 1 million population",1,41.0352,-111.9390,Utah
2004,1,Montauk Pioneer,Montauk,N.Y.,9000,Suffolk,major,County in metro area with 1 million population or more,1,41.0359,-71.9545,New York
2004,1,Ashland Gazette,Ashland,Neb.,1918,Saunders,minor,"County in metro area of 250,000 to 1 million population",1,41.0404,-96.3707,Nebraska
2004,1,Morgan County News,Morgan,Utah,1829,Morgan,minor,"County in metro area of 250,000 to 1 million population",1,41.0423,-111.6810,Utah
2004,1,Opinion-Tribune,Glenwood,Iowa,3800,Mills,minor,"County in metro area of 250,000 to 1 million population",1,41.0445,-95.7408,Iowa
2004,6,"Courier, The",Findlay,Ohio,22144,Hancock,rural,"Nonmetro county with urban population of 20,000 or more, adjacent to a metro area",0,41.0459,-83.6380,Ohio
2004,1,Aim Community News,Newfoundland,N.J.,5000,Passaic,major,County in metro area with 1 million population or more,1,41.0463,-74.4361,New Jersey
2004,1,Herscher Pilot,Herscher,Ill.,2100,Kankakee,minor,"County in metro area of fewer than 250,000 population",1,41.0492,-88.1003,Illinois
2004,1,Herscher PressThe,Herscher,Ill.,530,Kankakee,minor,"County in metro area of fewer than 250,000 population",1,41.0492,-88.1003,Illinois
2004,1,Journal,Struthers,Ohio,4000,Mahoning,minor,"County in metro area of 250,000 to 1 million population",1,41.0510,-80.5920,Ohio
2004,2,Willard Times-Junction,Willard,Ohio,17900,Huron,rural,"Nonmetro county with urban population of 20,000 or more, adjacent to a metro area",0,41.0518,-82.7233,Ohio
2004,1,Darien News-Review,Darien,Conn.,6129,Fairfield,minor,"County in metro area of 250,000 to 1 million population",1,41.0520,-73.4791,Connecticut
2004,1,Darien Times,Darien,Conn.,8000,Fairfield,minor,"County in metro area of 250,000 to 1 million population",1,41.0520,-73.4791,Connecticut
2004,1,Bloomville Gazette,Bloomville,Ohio,383,Seneca,rural,"Nonmetro county with urban population of 20,000 or more, adjacent to a metro area",0,41.0520,-83.0149,Ohio
2004,1,Pulaski County Journal The,Winamac,Ind.,3410,Pulaski,rural,"Nonmetro county with urban population of 2,500-19,999, adjacent to a metro area",0,41.0522,-86.6037,Indiana
2004,1,Wenona Index,Wenona,Ill.,711,Marshall,minor,"County in metro area of 250,000 to 1 million population",1,41.0525,-89.0504,Illinois
2004,6,"New Jersey Herald, The",Newton,N.J.,15945,Sussex,major,County in metro area with 1 million population or more,1,41.0539,-74.7531,New Jersey
2004,1,"Journal-Herald, The",White Haven,Pa.,1270,Luzerne,minor,"County in metro area of 250,000 to 1 million population",1,41.0566,-75.7801,Pennsylvania
2004,1,Home and Store News,Ramsey,N.J.,35000,Bergen,major,County in metro area with 1 million population or more,1,41.0573,-74.1410,New Jersey
2004,1,Shelter Island Reporter,Shelter Island,N.Y.,3500,Suffolk,major,County in metro area with 1 million population or more,1,41.0585,-72.3142,New York
2004,1,Ramsey Reporter,Ramsey,N.J.,4175,Bergen,major,County in metro area with 1 million population or more,1,41.0595,-74.1457,New Jersey
